New Requirements	Similarity Scores
System shall provide the user with the ability to localization category a custom	0.03996215163833845
System shall provide the user with the ability to message webservices message	0.04001014662533693
System shall provide the user with the ability to customize comment nan	0.040047045884618354
System shall provide the user with the ability to smooth category a custom	0.04006578042782924
System shall provide the user with the ability to keep text snippet a lot	0.04010673581089998
System shall provide the user with the ability to add pm s nan	0.04012240278697195
System shall provide the user with the ability to conceive information official	0.0401239289937975
System shall provide the user with the ability to customizable only one tcp listening port several skin	0.040196111740938255
System shall provide the user with the ability to move webservices new filesystem location	0.040198242365970444
System shall provide the user with the ability to include a log a lot	0.04021988365064757
System shall provide the user with the ability to seed information nan	0.04022209193972722
System shall provide the user with the ability to quick webservices new filesystem location	0.04024456343238947
System shall provide the user with the ability to customizable only one tcp listening port french	0.040262613774160544
System shall provide the user with the ability to destination list file the main incoming directory destination directory	0.04026937183868509
System shall provide the user with the ability to message webservices advanced state	0.04030395342136647
System shall provide the user with the ability to localization information translator	0.0403363150919895
System shall provide the user with the ability to look a proxy archive	0.04034259559314799
System shall provide the user with the ability to write information nan	0.04034963175589292
System shall provide the user with the ability to notification any kind whomever	0.040374253619250705
System shall provide the user with the ability to burst emule nan	0.040414468979624044
System shall provide the user with the ability to include disk a lot	0.04043431793437966
System shall provide the user with the ability to silent emule nan	0.040453583164079474
System shall provide the user with the ability to instal multiformat medium player mediaget your dropbox folder	0.04058435456799792
System shall provide the user with the ability to finished cleanup nan	0.04061866575062909
System shall provide the user with the ability to remote menu unchoking algorithm	0.04071730045116942
System shall provide the user with the ability to install bittyrant bitspirit deluge ktorrent search result	0.0407374217741135
System shall provide the user with the ability to display information nan	0.040747573860354554
System shall provide the user with the ability to avoids emule exactly what	0.04078092004905962
System shall provide the user with the ability to upload transfer rate summary malicious company	0.04081715720535652
System shall provide the user with the ability to install only one tcp listening port several skin	0.04082818008779667
System shall provide the user with the ability to receive a log a lot	0.04089472135766569
System shall provide the user with the ability to download transparency dual network capacity environment	0.040901927237213184
System shall provide the user with the ability to save tracker dual network capacity environment	0.040924954834445026
System shall provide the user with the ability to install only one tcp listening port french	0.04094420437126127
System shall provide the user with the ability to burst information french	0.04094876348260033
System shall provide the user with the ability to smart filtering advanced state	0.04096109291977289
System shall provide the user with the ability to stable alternative problem	0.040964265033199394
System shall provide the user with the ability to install information nan	0.04096513324111668
System shall provide the user with the ability to share pm s nan	0.04098805916591778
System shall provide the user with the ability to distribute client information client software nan	0.04111528054815233
System shall provide the user with the ability to store disk a lot	0.04113357003308803
System shall provide the user with the ability to keep text snippet any error	0.04115499650879274
System shall provide the user with the ability to enhance multiformat medium player mediaget search result	0.041165854944349524
System shall provide the user with the ability to decide last run instant messaging	0.04117270668901715
System shall provide the user with the ability to client c stable and fast very low cpu usage a unique bit rsa public key	0.04120853813492682
System shall provide the user with the ability to contact last run instant messaging	0.04127474412370146
System shall provide the user with the ability to update a log nan	0.04130672763737142
System shall provide the user with the ability to update a log nan	0.04130672763737142
System shall provide the user with the ability to display information translator	0.0413186178020891
System shall provide the user with the ability to display emule nan	0.041326873109805644
System shall provide the user with the ability to smart webservices message	0.04133322677803151
System shall provide the user with the ability to install music french	0.04140167776874495
System shall provide the user with the ability to silent last run nan	0.04144536343765494
System shall provide the user with the ability to save set download location relocate feature dual network capacity environment	0.04151266654772776
System shall provide the user with the ability to burst search engine dual network capacity environment	0.041533198234618186
System shall provide the user with the ability to smooth window user releasers nan	0.04153665399959595
System shall provide the user with the ability to smart filtering a webserver	0.04158474849527476
System shall provide the user with the ability to ip medium player a custom	0.04160644579619287
System shall provide the user with the ability to play language english spanish italian german video file	0.04161335801413472
System shall provide the user with the ability to burst emule an eye	0.04163280216583295
System shall provide the user with the ability to burst multiformat medium player mediaget search result	0.041648001542764046
System shall provide the user with the ability to share pm s whomever	0.04164876964971604
System shall provide the user with the ability to embed information music	0.04165642860662164
System shall provide the user with the ability to silent emule an eye	0.04167347898378709
System shall provide the user with the ability to store client information client software nan	0.04172189341529707
System shall provide the user with the ability to galaxy emule exactly what	0.041780963709709996
System shall provide the user with the ability to get set download location relocate feature dual network capacity environment	0.041783555194771074
System shall provide the user with the ability to include emule a lot	0.04179561022112603
System shall provide the user with the ability to smooth emule a custom	0.041825135858389935
System shall provide the user with the ability to seed window user releasers nan	0.041842051614434814
System shall provide the user with the ability to seed window user releasers nan	0.041842051614434814
System shall provide the user with the ability to seed window user releasers nan	0.041842051614434814
System shall provide the user with the ability to store window user releasers no longtime disk allocation	0.041889256108480925
System shall provide the user with the ability to tray stats translator	0.04191432389910252
System shall provide the user with the ability to modify music chat room	0.04191989836041037
System shall provide the user with the ability to localization window user releasers translator	0.04192328839717796
System shall provide the user with the ability to skip directory t	0.04194664960046417
System shall provide the user with the ability to support adlsearch proxy http	0.04200646075871821
System shall provide the user with the ability to skip directory your pc laptop	0.04200996292265246
System shall provide the user with the ability to install information french	0.04211243541854074
System shall provide the user with the ability to receive window user releasers nan	0.04211287338773728
System shall provide the user with the ability to scan your ppt nan	0.042119188579458906
System shall provide the user with the ability to finished a log nan	0.04212725106441182
System shall provide the user with the ability to finished a log nan	0.04212725106441182
System shall provide the user with the ability to chat webservices chatter	0.04217301557379005
System shall provide the user with the ability to customize music one instance	0.04221298075494539
System shall provide the user with the ability to smooth hub a custom	0.04225262903112864
System shall provide the user with the ability to include source no longtime disk allocation	0.04226022657339615
System shall provide the user with the ability to save music an engine status screen	0.042266078957665126
System shall provide the user with the ability to use language english spanish italian german this option	0.042274609916597324
System shall provide the user with the ability to use text snippet wildcards	0.04230442326694088
System shall provide the user with the ability to burst information music	0.04232364265502534
System shall provide the user with the ability to download music dual network capacity environment	0.042371044662851944
System shall provide the user with the ability to ask emule a new column	0.04237328431594591
System shall provide the user with the ability to save multiformat medium player mediaget your dropbox folder	0.04239678460703281
System shall provide the user with the ability to save transparency video	0.042398903285578236
System shall provide the user with the ability to keep tree hash tth your favourite site	0.04245343666987653
System shall provide the user with the ability to smooth configuration op	0.042500667030502516
System shall provide the user with the ability to autoopen configuration op	0.04250900452435245
System shall provide the user with the ability to automatic no timeconsuming ning your mobile	0.04251209302082528
System shall provide the user with the ability to move webservices view menu	0.04251374084763333
System shall provide the user with the ability to auto webservices chatter	0.042540407853326204
System shall provide the user with the ability to quick webservices view menu	0.0425805722118406
System shall provide the user with the ability to keep tree hash tth downloads	0.042585781067871586
System shall provide the user with the ability to silent last run an eye	0.042625666429829324
System shall provide the user with the ability to play traffic one instance	0.042648945538944084
System shall provide the user with the ability to operate config icf internet connection firewall the way	0.04266433535792335
System shall provide the user with the ability to connect user nan	0.04268868058525287
System shall provide the user with the ability to organize âµtorrentlike interface new filesystem location	0.042699389802566406
System shall provide the user with the ability to smooth window user releasers a custom	0.0427142505896437
System shall provide the user with the ability to include new transfer nan	0.042715137888936786
System shall provide the user with the ability to upload no timeconsuming ning a way	0.04273970039787912
System shall provide the user with the ability to filter cleanup user	0.042824624333010354
System shall provide the user with the ability to feature other downloaders a webserver	0.04285284607844765
System shall provide the user with the ability to autoopen configuration a custom	0.0429399243070795
System shall provide the user with the ability to smooth configuration a custom	0.04293995127805767
System shall provide the user with the ability to embed c stable and fast very low cpu usage exactly what	0.042951412010329676
System shall provide the user with the ability to save search engine dual network capacity environment	0.04296771077518438
System shall provide the user with the ability to prevent your pc precious free slot	0.042969091311780394
System shall provide the user with the ability to control file permission permission a way	0.042975774587924453
System shall provide the user with the ability to optimize all default order	0.04301409575072695
System shall provide the user with the ability to seed window user releasers a custom	0.04302260194390279
System shall provide the user with the ability to ask source translator	0.04305845186513128
System shall provide the user with the ability to use toolbars nan	0.04306477982813562
System shall provide the user with the ability to intelligent organized search no longtime disk allocation	0.0431047343345546
System shall provide the user with the ability to login window user releasers order	0.04311279726803511
System shall provide the user with the ability to auto dropbox nan	0.043168020625416435
System shall provide the user with the ability to intelligent window user releasers no longtime disk allocation	0.0431829666034647
System shall provide the user with the ability to smooth torrent wizard wildcards	0.0431868192572519
System shall provide the user with the ability to create tree hash tth your favourite site	0.04319985224448412
System shall provide the user with the ability to improve config icf internet connection firewall a more intuitive and appealing gui server transfer	0.04321325429904562
System shall provide the user with the ability to share any kind whomever	0.04325585624652769
System shall provide the user with the ability to upload zultrax nan	0.04325824964968041
System shall provide the user with the ability to customize config icf internet connection firewall file	0.043273370868507854
System shall provide the user with the ability to create regexp s a custom	0.04329360796228814
System shall provide the user with the ability to dht longtime seeding improve download speed detailed message traffic charting	0.04330731560540367
System shall provide the user with the ability to localization another file management translator	0.043346466676188494
System shall provide the user with the ability to create tree hash tth downloads	0.0433927246526766
System shall provide the user with the ability to configuration zultrax nan	0.04341773948876829
System shall provide the user with the ability to optimize window user releasers order	0.04342961567122136
System shall provide the user with the ability to scan the protocol precious free slot	0.04343177454459188
System shall provide the user with the ability to move âµtorrentlike interface new filesystem location	0.04346771633009227
System shall provide the user with the ability to have directory your pc laptop	0.043476439933240636
System shall provide the user with the ability to popup icon and balloon tooltips url s uou	0.04348025905350444
System shall provide the user with the ability to have source malicious company	0.0435255983126938
System shall provide the user with the ability to embed search engine nan	0.043559120008067005
System shall provide the user with the ability to control no timeconsuming ning your mobile	0.04359155278124842
System shall provide the user with the ability to embed any file dual network capacity environment	0.04360087885235509
System shall provide the user with the ability to auto other downloaders a webserver	0.04363710172727104
System shall provide the user with the ability to tiger finished uploads your favourite site	0.04364258401465165
System shall provide the user with the ability to use pm s nan	0.04364945468257552
System shall provide the user with the ability to galaxy user name firewall	0.04365889387046319
System shall provide the user with the ability to localization source translator	0.043665781758320824
System shall provide the user with the ability to resume config icf internet connection firewall a more intuitive and appealing gui server transfer	0.0436758107094767
System shall provide the user with the ability to upload file permission permission a way	0.043706093477730495
System shall provide the user with the ability to feature filtering advanced state	0.0437602352789293
System shall provide the user with the ability to automatic your ppt nan	0.04376172862436786
System shall provide the user with the ability to use toolbars wildcards	0.04378375905200312
System shall provide the user with the ability to include support a lot	0.04379707413724446
System shall provide the user with the ability to conceive information both tracker	0.04380064922231832
System shall provide the user with the ability to have directory t	0.04381454736808183
System shall provide the user with the ability to smooth torrent wizard a custom	0.04384419357653238
System shall provide the user with the ability to scan user resume	0.04386093820168333
System shall provide the user with the ability to autocomplete work main chat	0.043868380575240194
System shall provide the user with the ability to intelligent organized search nan	0.04386981704970648
System shall provide the user with the ability to enhance country flag search result	0.04387362699728464
System shall provide the user with the ability to prevent the protocol precious free slot	0.043882011882230974
System shall provide the user with the ability to keep window user releasers nan	0.043912980298275985
System shall provide the user with the ability to have transfer rate summary a way	0.04397531036538543
System shall provide the user with the ability to find information nan	0.04398739396848871
System shall provide the user with the ability to share hub nan	0.043994520624580716
System shall provide the user with the ability to have the protocol malicious company	0.04400835964644093
System shall provide the user with the ability to include support order	0.044011715481929295
System shall provide the user with the ability to modify userspecified interval chat room	0.044017245755367945
System shall provide the user with the ability to modify window user releasers chat room	0.04401772470576725
System shall provide the user with the ability to auto comment nan	0.04403690698497509
System shall provide the user with the ability to include new transfer a lot	0.04404292057160794
System shall provide the user with the ability to include new transfer a lot	0.04404292057160794
System shall provide the user with the ability to smooth new transfer a lot	0.044048566724098
System shall provide the user with the ability to include new transfer a custom	0.04406010171862888
System shall provide the user with the ability to smooth new transfer a custom	0.04406734283595075
System shall provide the user with the ability to interface text color nan	0.044069584280659435
System shall provide the user with the ability to have the popup menu malicious company	0.044088708195725315
System shall provide the user with the ability to message the zultrax kernel message	0.04410990432597796
System shall provide the user with the ability to galaxy c stable and fast very low cpu usage exactly what	0.044123388227529856
System shall provide the user with the ability to enhance more source nan	0.044145208917694474
System shall provide the user with the ability to notification search nan	0.044156377528905874
System shall provide the user with the ability to decide different type related feature	0.04417481930903517
System shall provide the user with the ability to burst search engine nan	0.044179304094249
System shall provide the user with the ability to scan your ppt resume	0.044182929945116155
System shall provide the user with the ability to receive window user releasers any error	0.04422542109353611
System shall provide the user with the ability to localization torrent info translator	0.04423760404465132
System shall provide the user with the ability to store hash table host the status	0.04425441357413988
System shall provide the user with the ability to support music nan	0.04426959287019807
System shall provide the user with the ability to download zultrax doesn t crash both folder	0.04428288364988955
System shall provide the user with the ability to embed c stable and fast very low cpu usage music	0.04428397390486717
System shall provide the user with the ability to localization icon and balloon tooltips translator	0.04430622686148833
System shall provide the user with the ability to support a proxy extension udp tracker	0.044329659905117114
System shall provide the user with the ability to include torrent info translator	0.04433030532385202
System shall provide the user with the ability to rate config icf internet connection firewall file	0.04433285702517578
System shall provide the user with the ability to have list file the main incoming directory destination directory	0.04434706573899113
System shall provide the user with the ability to intelligent source no longtime disk allocation	0.04435390803204602
System shall provide the user with the ability to enhance emule both tracker	0.044376338140346125
System shall provide the user with the ability to localization country flag search result	0.04439822538870257
System shall provide the user with the ability to finished window user releasers nan	0.04439876950104816
System shall provide the user with the ability to finished window user releasers nan	0.04439876950104816
System shall provide the user with the ability to play the present hub nan	0.04440831035897622
System shall provide the user with the ability to integration the protocol nan	0.044445286351714144
System shall provide the user with the ability to regexp different type related feature	0.04445569844401659
System shall provide the user with the ability to store information emule	0.044461520737322194
System shall provide the user with the ability to conceive search engine official	0.04447115592487903
System shall provide the user with the ability to optimize support a lot	0.044483469626961626
System shall provide the user with the ability to include the present hub a lot	0.044496003498755814
System shall provide the user with the ability to complete the popup menu malicious company	0.044557275073968484
System shall provide the user with the ability to operate dropbox window	0.04456077584428957
System shall provide the user with the ability to localization stats download	0.04457848375055967
System shall provide the user with the ability to include source a lot	0.044596609823407816
System shall provide the user with the ability to silent speed limit an eye	0.04462336540362919
System shall provide the user with the ability to change only one tcp listening port user	0.04462892769553776
System shall provide the user with the ability to feature filtering a webserver	0.04463501895714045
System shall provide the user with the ability to autosearch zultrax doesn t crash the website source page	0.044662590825814454
System shall provide the user with the ability to write search engine nan	0.044690992353747905
System shall provide the user with the ability to optimize support order	0.044702157284501484
System shall provide the user with the ability to client information nan	0.04471180931340839
System shall provide the user with the ability to include file completion nan	0.04475271662270786
System shall provide the user with the ability to relate source exchange track a related search	0.04475546789488471
System shall provide the user with the ability to enhance source exchange track a related search	0.04475546789488471
System shall provide the user with the ability to decide adlsearch source	0.04476459004719854
System shall provide the user with the ability to ip tab session a way	0.04479320687782717
System shall provide the user with the ability to use disk nan	0.04483760683583744
System shall provide the user with the ability to move search box new filesystem location	0.04486445506913182
System shall provide the user with the ability to distribute client information client software a completely decentralised torrent	0.044927339282355476
System shall provide the user with the ability to message the zultrax kernel a webserver	0.04494236061835906
System shall provide the user with the ability to enhance window a way	0.044971377511471664
System shall provide the user with the ability to localization torrent info a lot	0.04500347614820918
System shall provide the user with the ability to tray the ability nan	0.04501713268480704
System shall provide the user with the ability to integration search nan	0.04505483756863616
System shall provide the user with the ability to move search box a webserver	0.045083563304660255
System shall provide the user with the ability to seed file completion nan	0.0450880896936481
System shall provide the user with the ability to relate option a way	0.04509159104105196
System shall provide the user with the ability to include torrent info a lot	0.0450977392033312
System shall provide the user with the ability to avoids search engine official	0.045106643611641795
System shall provide the user with the ability to interface disk nan	0.04511082279687608
System shall provide the user with the ability to keep hub a custom	0.04513232529853815
System shall provide the user with the ability to use language english spanish italian german video file	0.04515690277714057
System shall provide the user with the ability to upload the ability nan	0.04515732537138493
System shall provide the user with the ability to relate information a related search	0.04517130460962604
System shall provide the user with the ability to load window user releasers translator	0.04517156036371248
System shall provide the user with the ability to play userspecified interval chat room	0.04517601464412873
System shall provide the user with the ability to localization another file management a new column	0.04522212241844315
System shall provide the user with the ability to keep new show nan	0.04522603434019621
System shall provide the user with the ability to better hash table host the status	0.045233462536656874
System shall provide the user with the ability to localization file completion translator	0.045238620337328915
System shall provide the user with the ability to avoids emule some speed	0.04524673902661762
System shall provide the user with the ability to ip the protocol current session	0.045279174684853735
System shall provide the user with the ability to detail a log userspecified interval	0.045288068116077856
System shall provide the user with the ability to look source archive	0.045290258344295904
System shall provide the user with the ability to show config icf internet connection firewall the way	0.04531148013828114
System shall provide the user with the ability to ask music the protocol	0.04532007053041668
System shall provide the user with the ability to enjoy set download location relocate feature your home nero mediahome	0.04532944848876246
System shall provide the user with the ability to upload last run nan	0.04533277218839461
System shall provide the user with the ability to scan user a way	0.04533789561173292
System shall provide the user with the ability to smooth filtering emule dat file nan	0.04534903906866132
System shall provide the user with the ability to tray the protocol malicious company	0.04540351872615383
System shall provide the user with the ability to customize comment window	0.04541374737437338
System shall provide the user with the ability to customize multiple torrent nan	0.04543280396442764
System shall provide the user with the ability to enhance the network nan	0.04548623377488379
System shall provide the user with the ability to finished cleanup user	0.0454932885992185
System shall provide the user with the ability to detail information a way	0.045506016821788016
System shall provide the user with the ability to store client information client software a completely decentralised torrent	0.04551200504611018
System shall provide the user with the ability to upload gmail a way	0.04551596887580491
System shall provide the user with the ability to contact your downloads instant messaging	0.04552613168909536
System shall provide the user with the ability to conceive a proxy search result	0.04553939232626859
System shall provide the user with the ability to enhance a proxy search result	0.04553939232626859
System shall provide the user with the ability to load emule a lot	0.04554757009760725
System shall provide the user with the ability to galaxy c stable and fast very low cpu usage music	0.04555141157440787
System shall provide the user with the ability to allow source release	0.04555579218396189
System shall provide the user with the ability to connect user site	0.04557409176861517
System shall provide the user with the ability to upload transfer rate summary a way	0.04558142416980533
System shall provide the user with the ability to enhance userspecified interval downloads	0.045594329257144815
System shall provide the user with the ability to detailed icon and balloon tooltips translator	0.045601913274788915
System shall provide the user with the ability to create emule a custom	0.045616678156010664
System shall provide the user with the ability to save any file dual network capacity environment	0.045621445191709006
System shall provide the user with the ability to scan download priority resume	0.045622617381346334
System shall provide the user with the ability to control file permission permission a torrent filtering prioritizing	0.045630591817837074
System shall provide the user with the ability to modify window user releasers userspecified interval	0.04569247064569495
System shall provide the user with the ability to autoopen file completion op	0.04571178205255785
System shall provide the user with the ability to feature the zultrax kernel a webserver	0.045726538564022506
System shall provide the user with the ability to finished new show nan	0.0457324709544354
System shall provide the user with the ability to rate traffic window	0.04576304331389171
System shall provide the user with the ability to ask status the protocol	0.04578644949698502
System shall provide the user with the ability to scan the protocol resume	0.04581131958880336
System shall provide the user with the ability to galaxy large file maximum ed file size firewall	0.04584156749030103
System shall provide the user with the ability to have the protocol nan	0.04584950440162665
System shall provide the user with the ability to include the upload distribution a lot	0.04586561171761891
System shall provide the user with the ability to say file completion nan	0.0458805290409376
System shall provide the user with the ability to install user interface nan	0.045887792902182915
System shall provide the user with the ability to automatic your ppt resume	0.04591307600622264
